words,pos,chunk,labels,sentence_id
of,_,O,O,2110
supplier,_,O,B-THE,2110
exploitation,_,O,I-THE,2110
been,_,O,O,2110
investigated,_,O,O,2110
from,_,O,O,2110
a,_,O,O,2110
rigorous,_,O,O,2110
",",_,O,O,2110
ethical,_,O,B-THE,2110
standpoint,_,O,I-THE,2110
",",_,O,O,2110
nor,_,O,O,2110
have,_,O,O,2110
answers,_,O,O,2110
been,_,O,O,2110
provided,_,O,O,2110
regarding,_,O,O,2110
why,_,O,O,2110
some,_,O,O,2110
firms,_,O,O,2110
pursue,_,O,O,2110
exploitative,_,O,B-THE,2110
approaches,_,O,I-THE,2110
.,_,O,O,2110
By,_,O,O,2110
systemically,_,O,O,2110
contrasting,_,O,O,2110
economic,_,O,B-THE,2110
liberalism,_,O,I-THE,2110
and,_,O,O,2110
just,_,O,O,2110
prices,_,O,O,2110
as,_,O,O,2110
two,_,O,O,2110
divergent,_,O,O,2110
perspectives,_,O,O,2110
on,_,O,O,2110
supplier,_,O,B-THE,2110
exploitation,_,O,I-THE,2110
",",_,O,O,2110
we,_,O,O,2110
introduce,_,O,O,2110
a,_,O,O,2110
distinction,_,O,O,2110
of,_,O,O,2110
common,_,O,B-THE,2110
business,_,O,I-THE,2110
practice,_,O,I-THE,2110
and,_,O,O,2110
unethical,_,O,B-THE,2110
supplier,_,O,I-THE,2110
exploitation,_,O,I-THE,2110
.,_,O,O,2110
Since,_,O,O,2110
supplier,_,O,B-THE,2110
exploitation,_,O,I-THE,2110
is,_,O,O,2110
based,_,O,O,2110
on,_,O,O,2110
power,_,O,B-THE,2110
",",_,O,O,2110
we,_,O,O,2110
elucidate,_,O,O,2110
several,_,O,O,2110
levels,_,O,O,2110
of,_,O,O,2110
power,_,O,B-THE,2110
as,_,O,O,2110
antecedents,_,O,O,2110
and,_,O,O,2110
investigate,_,O,O,2110
the,_,O,O,2110
role,_,O,O,2110
of,_,O,O,2110
ethical,_,O,B-THE,2110
climate,_,O,I-THE,2110
as,_,O,O,2110
a,_,O,O,2110
moderator,_,O,O,2110
.,_,O,O,2110
This,_,O,O,2110
study,_,O,O,2110
extends,_,O,O,2110
Victor,_,O,B-THE,2110
and,_,O,I-THE,2110
Cullen,_,O,I-THE,2110
’,_,O,B-THE,2110
s,_,O,I-THE,2110
(,_,O,O,2110
1988,_,O,O,2110
),_,O,O,2110
ethical,_,O,B-THE,2110
climate,_,O,I-THE,2110
matrix,_,O,I-THE,2110
according,_,O,O,2110
to,_,O,O,2110
a,_,O,O,2110
supply,_,O,B-THE,2110
chain,_,O,I-THE,2110
dimension,_,O,I-THE,2110
and,_,O,O,2110
is,_,O,O,2110
summarized,_,O,O,2110
in,_,O,O,2110
an,_,O,O,2110
integrated,_,O,O,2110
",",_,O,O,2110
conceptual,_,O,O,2110
model,_,O,O,2110
of,_,O,O,2110
five,_,O,O,2110
propositions,_,O,O,2110
for,_,O,O,2110
future,_,O,O,2110
theory,_,O,O,2110
testing,_,O,O,2110
.,_,O,O,2110
Results,_,O,O,2110
provide,_,O,O,2110
a,_,O,O,2110
frame,_,O,O,2110
of,_,O,O,2110
reference,_,O,O,2110
for,_,O,O,2110
executives,_,O,O,2110
and,_,O,O,2110
scholars,_,O,O,2110
",",_,O,O,2110
who,_,O,O,2110
can,_,O,O,2110
now,_,O,O,2110
delineate,_,O,O,2110
unethical,_,O,B-THE,2110
exploitation,_,O,I-THE,2110
and,_,O,O,2110
understand,_,O,O,2110
important,_,O,O,2110
antecedents,_,O,O,2110
of,_,O,O,2110
the,_,O,O,2110
phenomenon,_,O,O,2110
better,_,O,O,2110
.,_,O,O,2110
©,_,O,O,2110
2015,_,O,O,2110
",",_,O,O,2110
Springer,_,O,O,2110
Science,_,O,O,2110
=+,_,O,O,2110
Business,_,O,O,2110
Media,_,O,O,2110
Dordrecht,_,O,O,2110
.,_,O,O,2110
This,_,O,O,2111
study,_,O,O,2111
examines,_,O,O,2111
consumer,_,O,B-THE,2111
reactions,_,O,I-THE,2111
to,_,O,O,2111
the,_,O,O,2111
food,_,O,B-THE,2111
industry,_,O,I-THE,2111
’,_,O,O,2111
s,_,O,O,2111
environmental,_,O,B-THE,2111
corporate,_,O,I-THE,2111
social,_,O,I-THE,2111
responsibility,_,O,I-THE,2111
(,_,O,I-THE,2111
CSR,_,O,I-THE,2111
),_,O,I-THE,2111
by,_,O,O,2111
varying,_,O,O,2111
levels,_,O,O,2111
of,_,O,O,2111
CSR,_,O,B-THE,2111
and,_,O,O,2111
price,_,O,B-THE,2111
as,_,O,O,2111
CSR,_,O,B-THE,2111
tradeoffs,_,O,I-THE,2111
.,_,O,O,2111
Findings,_,O,O,2111
reveal,_,O,O,2111
that,_,O,O,2111
proactive,_,O,B-THE,2111
CSR,_,O,I-THE,2111
programs,_,O,I-THE,2111
generate,_,O,O,2111
more,_,O,O,2111
favorable,_,O,O,2111
attitudes,_,O,O,2111
toward,_,O,O,2111
and,_,O,O,2111
stronger,_,O,O,2111
intent,_,O,B-THE,2111
to,_,O,I-THE,2111
purchase,_,O,I-THE,2111
from,_,O,O,2111
the,_,O,O,2111
company,_,O,O,2111
compared,_,O,O,2111
to,_,O,O,2111
passive,_,O,B-THE,2111
CSR,_,O,I-THE,2111
programs,_,O,I-THE,2111
.,_,O,O,2111
Supportive,_,O,B-THE,2111
communication,_,O,I-THE,2111
intention,_,O,I-THE,2111
also,_,O,O,2111
increases,_,O,O,2111
with,_,O,O,2111
CSR,_,O,B-THE,2111
level,_,O,O,2111
in,_,O,O,2111
the,_,O,O,2111
low,_,O,B-THE,2111
price,_,O,I-THE,2111
condition,_,O,I-THE,2111
.,_,O,O,2111
Regarding,_,O,O,2111
the,_,O,O,2111
impact,_,O,O,2111
of,_,O,O,2111
price,_,O,B-THE,2111
",",_,O,O,2111
respondents,_,O,O,2111
showed,_,O,O,2111
more,_,O,O,2111
positive,_,O,O,2111
attitudes,_,O,O,2111
toward,_,O,O,2111
a,_,O,O,2111
company,_,O,O,2111
that,_,O,O,2111
charges,_,O,O,2111
cheaper,_,O,B-THE,2111
prices,_,O,I-THE,2111
in,_,O,O,2111
general,_,O,O,2111
.,_,O,O,2111
However,_,O,O,2111
",",_,O,O,2111
when,_,O,O,2111
a,_,O,O,2111
company,_,O,O,2111
demonstrates,_,O,O,2111
proactive,_,O,B-THE,2111
initiatives,_,O,I-THE,2111
",",_,O,O,2111
respondents,_,O,O,2111
did,_,O,O,2111
not,_,O,O,2111
distinguish,_,O,O,2111
between,_,O,O,2111
prices,_,O,B-THE,2111
and,_,O,O,2111
showed,_,O,O,2111
generally,_,O,O,2111
positive,_,O,O,2111
intent,_,O,O,2111
to,_,O,O,2111
support,_,O,O,2111
and,_,O,O,2111
intent,_,O,B-THE,2111
to,_,O,I-THE,2111
purchase,_,O,I-THE,2111
from,_,O,O,2111
the,_,O,O,2111
company,_,O,O,2111
.,_,O,O,2111
When,_,O,O,2111
a,_,O,O,2111
company,_,O,O,2111
practices,_,O,O,2111
passive,_,O,B-THE,2111
CSR,_,O,I-THE,2111
and,_,O,O,2111
offers,_,O,O,2111
cheaper,_,O,B-THE,2111
products,_,O,I-THE,2111
",",_,O,O,2111
respondents,_,O,O,2111
showed,_,O,O,2111
the,_,O,O,2111
weakest,_,O,O,2111
supportive,_,O,B-THE,2111
and,_,O,I-THE,2111
purchase,_,O,I-THE,2111
intentions,_,O,I-THE,2111
.,_,O,O,2111
©,_,O,O,2111
2015,_,O,O,2111
",",_,O,O,2111
Springer,_,O,O,2111
Science,_,O,O,2111
=+,_,O,O,2111
Business,_,O,O,2111
Media,_,O,O,2111
B.V,_,O,O,2111
.,_,O,O,2111
Fairness,_,O,B-THE,2112
and,_,O,O,2112
justice,_,O,B-THE,2112
are,_,O,O,2112
core,_,O,O,2112
issues,_,O,O,2112
in,_,O,O,2112
stakeholder,_,O,B-THE,2112
theory,_,O,I-THE,2112
.,_,O,O,2112
Although,_,O,O,2112
such,_,O,O,2112
considerations,_,O,O,2112
receive,_,O,O,2112
more,_,O,O,2112
attention,_,O,O,2112
in,_,O,O,2112
the,_,O,O,2112
‘,_,O,O,2112
normative,_,O,B-THE,2112
’,_,O,O,2112
branch,_,O,O,2112
of,_,O,O,2112
the,_,O,O,2112
stakeholder,_,O,O,2112
literature,_,O,O,2112
",",_,O,O,2112
they,_,O,O,2112
have,_,O,O,2112
critical,_,O,O,2112
implications,_,O,O,2112
for,_,O,O,2112
‘,_,O,B-THE,2112
instrumental,_,O,I-THE,2112
’,_,O,I-THE,2112
stakeholder,_,O,I-THE,2112
theory,_,O,I-THE,2112
as,_,O,O,2112
well,_,O,O,2112
.,_,O,O,2112
In,_,O,O,2112
research,_,O,O,2112
in,_,O,O,2112
the,_,O,O,2112
instrumental,_,O,O,2112
vein,_,O,O,2112
",",_,O,O,2112
although,_,O,O,2112
the,_,O,O,2112
position,_,O,O,2112
has,_,O,O,2112
seldom,_,O,O,2112
been,_,O,O,2112
articulated,_,O,O,2112
in,_,O,O,2112
significant,_,O,O,2112
detail,_,O,O,2112
",",_,O,O,2112
a,_,O,O,2112
stakeholder,_,O,B-THE,2112
’,_,O,I-THE,2112
s,_,O,I-THE,2112
inclination,_,O,I-THE,2112
to,_,O,O,2112
take,_,O,O,2112
action,_,O,O,2112
against,_,O,O,2112
the,_,O,O,2112
firm,_,O,O,2112
or,_,O,O,2112
",",_,O,O,2112
conversely,_,O,O,2112
",",_,O,O,2112
to,_,O,O,2112
cooperate,_,O,O,2112
with,_,O,O,2112
it,_,O,O,2112
",",_,O,O,2112
is,_,O,O,2112
often,_,O,O,2112
taken,_,O,O,2112
to,_,O,O,2112
be,_,O,O,2112
a,_,O,O,2112
function,_,O,O,2112
of,_,O,O,2112
its,_,O,O,2112
perceptions,_,O,O,2112
concerning,_,O,O,2112
the,_,O,O,2112
fairness,_,O,B-THE,2112
or,_,O,O,2112
unfairness,_,O,B-THE,2112
(,_,O,O,2112
or,_,O,O,2112
equity,_,O,B-THE,2112
or,_,O,O,2112
inequity,_,O,B-THE,2112
),_,O,O,2112
of,_,O,O,2112
the,_,O,O,2112
treatment,_,O,O,2112
it,_,O,O,2112
receives,_,O,O,2112
in,_,O,O,2112
its,_,O,O,2112
relationship,_,O,O,2112
with,_,O,O,2112
the,_,O,O,2112
firm,_,O,O,2112
.,_,O,O,2112
Thus,_,O,O,2112
",",_,O,O,2112
from,_,O,O,2112
various,_,O,O,2112
works,_,O,O,2112
in,_,O,O,2112
this,_,O,O,2112
domain,_,O,O,2112
can,_,O,O,2112
be,_,O,O,2112
distilled,_,O,O,2112
what,_,O,O,2112
might,_,O,O,2112
be,_,O,O,2112
termed,_,O,O,2112
a,_,O,O,2112
‘,_,O,O,2112
fairness-based,_,O,B-THE,2112
perspective,_,O,I-THE,2112
on,_,O,O,2112
stakeholder,_,O,B-THE,2112
behaviour,_,O,I-THE,2112
’,_,O,O,2112
.,_,O,O,2112
This,_,O,O,2112
perspective,_,O,O,2112
",",_,O,O,2112
as,_,O,O,2112
it,_,O,O,2112
currently,_,O,O,2112
stands,_,O,O,2112
",",_,O,O,2112
assumes,_,O,O,2112
a,_,O,O,2112
high,_,O,O,2112
degree,_,O,O,2112
of,_,O,O,2112
homogeneity,_,O,B-THE,2112
in,_,O,I-THE,2112
stakeholders,_,O,I-THE,2112
’,_,O,O,2112
responses,_,O,O,2112
to,_,O,O,2112
fair,_,O,B-THE,2112
",",_,O,O,2112
unfair,_,O,B-THE,2112
",",_,O,O,2112
or,_,O,O,2112
munificent,_,O,B-THE,2112
treatment,_,O,I-THE,2112
by,_,O,O,2112
the,_,O,O,2112
firm,_,O,O,2112
.,_,O,O,2112
This,_,O,O,2112
supposition,_,O,O,2112
is,_,O,O,2112
itself,_,O,O,2112
typically,_,O,O,2112
based,_,O,O,2112
on,_,O,O,2112
a,_,O,O,2112
presumption,_,O,O,2112
that,_,O,O,2112
stakeholders,_,O,O,2112
consistently,_,O,O,2112
and,_,O,O,2112
uniformly,_,O,O,2112
adhere,_,O,O,2112
to,_,O,O,2112
norms,_,O,B-THE,2112
of,_,O,I-THE,2112
equity,_,O,I-THE,2112
and,_,O,O,2112
reciprocity,_,O,O,2112
in,_,O,O,2112
their,_,O,O,2112
relationships,_,O,O,2112
with,_,O,O,2112
firms,_,O,O,2112
.,_,O,O,2112
However,_,O,O,2112
",",_,O,O,2112
research,_,O,O,2112
developments,_,O,O,2112
in,_,O,O,2112
equity,_,O,B-THE,2112
theory,_,O,I-THE,2112
and,_,O,O,2112
social,_,O,B-THE,2112
exchange,_,O,I-THE,2112
theory,_,O,I-THE,2112
suggest,_,O,O,2112
that,_,O,O,2112
such,_,O,O,2112
assumptions,_,O,O,2112
are,_,O,O,2112
likely,_,O,O,2112
untenable,_,O,O,2112
.,_,O,O,2112
Accordingly,_,O,O,2112
",",_,O,O,2112
in,_,O,O,2112
this,_,O,O,2112
work,_,O,O,2112
",",_,O,O,2112
after,_,O,O,2112
outlining,_,O,O,2112
the,_,O,O,2112
fairness-based,_,O,B-THE,2112
perspective,_,O,I-THE,2112
on,_,O,O,2112
stakeholder,_,O,B-THE,2112
behaviour,_,O,I-THE,2112
",",_,O,O,2112
I,_,O,O,2112
undertake,_,O,O,2112
to,_,O,O,2112
augment,_,O,O,2112
it,_,O,O,2112
by,_,O,O,2112
presenting,_,O,O,2112
propositions,_,O,O,2112
concerning,_,O,O,2112
the,_,O,O,2112
possible,_,O,O,2112
influences,_,O,O,2112
of,_,O,O,2112
stakeholders,_,O,O,2112
’,_,O,O,2112
equity,_,O,B-THE,2112
preferences,_,O,I-THE,2112
and,_,O,O,2112
exchange,_,O,O,2112
ideologies,_,O,O,2112
on,_,O,O,2112
their,_,O,O,2112
propensities,_,O,O,2112
to,_,O,O,2112
sanction,_,O,O,2112
or,_,O,O,2112
support,_,O,O,2112
the,_,O,O,2112
firm,_,O,O,2112
.,_,O,O,2112
Incorporating,_,O,O,2112
these,_,O,O,2112
stakeholder,_,O,B-THE,2112
traits,_,O,I-THE,2112
into,_,O,O,2112
the,_,O,O,2112
fairness-based,_,O,B-THE,2112
perspective,_,O,I-THE,2112
should,_,O,O,2112
enhance,_,O,O,2112
the,_,O,O,2112
predictive,_,O,O,2112
validity,_,O,O,2112
of,_,O,O,2112
its,_,O,O,2112
propositions,_,O,O,2112
concerning,_,O,O,2112
stakeholder,_,O,B-THE,2112
behaviour,_,O,I-THE,2112
in,_,O,O,2112
response,_,O,O,2112
to,_,O,O,2112
fairness,_,O,B-THE,2112
or,_,O,O,2112
unfairness,_,O,B-THE,2112
in,_,O,O,2112
the,_,O,O,2112
firm–stakeholder,_,O,B-THE,2112
relationship,_,O,I-THE,2112
.,_,O,O,2112
©,_,O,O,2112
2015,_,O,O,2112
",",_,O,O,2112
Springer,_,O,O,2112
Science,_,O,O,2112
=+,_,O,O,2112
Business,_,O,O,2112
Media,_,O,O,2112
Dordrecht,_,O,O,2112
.,_,O,O,2112
Analyzing,_,O,O,2113
a,_,O,O,2113
sample,_,O,O,2113
of,_,O,O,2113
13917,_,O,O,2113
US,_,O,O,2113
firm–years,_,O,O,2113
from,_,O,O,2113
1991,_,O,O,2113
to,_,O,O,2113
2006,_,O,O,2113
",",_,O,O,2113
we,_,O,O,2113
find,_,O,O,2113
that,_,O,O,2113
more,_,O,O,2113
innovative,_,O,O,2113
firms,_,O,O,2113
demonstrate,_,O,O,2113
high,_,O,O,2113
corporate,_,O,B-THE,2113
social,_,O,I-THE,2113
responsibility,_,O,I-THE,2113
(,_,O,I-THE,2113
CSR,_,O,I-THE,2113
),_,O,I-THE,2113
performance,_,O,I-THE,2113
subsequent,_,O,O,2113
to,_,O,O,2113
a,_,O,O,2113
successful,_,O,B-THE,2113
innovation,_,O,I-THE,2113
.,_,O,O,2113
These,_,O,O,2113
high-CSR,_,O,B-THE,2113
innovative,_,O,I-THE,2113
firms,_,O,I-THE,2113
enjoy,_,O,O,2113
significantly,_,O,O,2113
higher,_,O,O,2113
valuation,_,O,B-THE,2113
post-innovation,_,O,I-THE,2113
.,_,O,O,2113
These,_,O,O,2113
findings,_,O,O,2113
imply,_,O,O,2113
that,_,O,O,2113
firms,_,O,O,2113
with,_,O,O,2113
demonstrated,_,O,O,2113
potential,_,O,B-THE,2113
growth,_,O,I-THE,2113
opportunities,_,O,I-THE,2113
",",_,O,O,2113
as,_,O,O,2113
evident,_,O,O,2113
from,_,O,O,2113
the,_,O,O,2113
number,_,O,O,2113
of,_,O,O,2113
registered,_,O,O,2113
patents,_,O,O,2113
and,_,O,O,2113
their,_,O,O,2113
citations,_,O,O,2113
",",_,O,O,2113
benefit,_,O,O,2113
by,_,O,O,2113
strategically,_,O,O,2113
investing,_,O,O,2113
more,_,O,O,2113
in,_,O,O,2113
CSR,_,O,B-THE,2113
activities,_,O,I-THE,2113
;,_,O,O,2113
that,_,O,O,2113
is,_,O,O,2113
",",_,O,O,2113
CSR,_,O,B-THE,2113
investment,_,O,I-THE,2113
entails,_,O,O,2113
‘,_,O,O,2113
doing,_,O,O,2113
well,_,O,O,2113
by,_,O,O,2113
[,_,O,O,2113
strategically,_,O,O,2113
],_,O,O,2113
doing,_,O,O,2113
good,_,O,O,2113
.,_,O,O,2113
’,_,O,O,2113
©,_,O,O,2113
2015,_,O,O,2113
",",_,O,O,2113
Springer,_,O,O,2113
Science,_,O,O,2113
=+,_,O,O,2113
Business,_,O,O,2113
Media,_,O,O,2113
Dordrecht,_,O,O,2113
.,_,O,O,2113
This,_,O,O,2114
research,_,O,O,2114
replicates,_,O,O,2114
Bhattacharjee,_,O,B-THE,2114
et,_,O,O,2114
al,_,O,O,2114
.,_,O,O,2114
(,_,O,O,2114
J,_,O,O,2114
Consum,_,O,O,2114
Res,_,O,O,2114
39,_,O,O,2114
(,_,O,O,2114
4,_,O,O,2114
),_,O,O,2114
:,_,O,O,2114
1167,_,O,O,2114
–,_,O,O,2114
1184,_,O,O,2114
",",_,O,O,2114
2013,_,O,O,2114
),_,O,O,2114
moral,_,O,B-THE,2114
decoupling,_,O,I-THE,2114
model,_,O,I-THE,2114
and,_,O,O,2114
extends,_,O,O,2114
the,_,O,O,2114
original,_,O,O,2114
along,_,O,O,2114
the,_,O,O,2114
dimensions,_,O,O,2114
of,_,O,O,2114
theory,_,O,O,2114
",",_,O,O,2114
method,_,O,O,2114
",",_,O,O,2114
and,_,O,O,2114
context,_,O,O,2114
.,_,O,O,2114
Adopting,_,O,O,2114
a,_,O,O,2114
branding,_,O,B-THE,2114
perspective,_,O,I-THE,2114
and,_,O,O,2114
focusing,_,O,O,2114
on,_,O,O,2114
the,_,O,O,2114
corporate,_,O,B-THE,2114
domain,_,O,I-THE,2114
rather,_,O,O,2114
than,_,O,O,2114
the,_,O,O,2114
public,_,O,O,2114
figures,_,O,O,2114
investigated,_,O,O,2114
by,_,O,O,2114
Bhattacharjee,_,O,B-THE,2114
and,_,O,O,2114
colleagues,_,O,O,2114
",",_,O,O,2114
this,_,O,O,2114
research,_,O,O,2114
examines,_,O,O,2114
the,_,O,O,2114
proposition,_,O,O,2114
that,_,O,O,2114
consumers,_,O,B-THE,2114
dissociate,_,O,O,2114
judgments,_,O,B-THE,2114
of,_,O,I-THE,2114
morality,_,O,I-THE,2114
from,_,O,O,2114
judgments,_,O,B-THE,2114
of,_,O,I-THE,2114
performance,_,O,I-THE,2114
to,_,O,O,2114
justify,_,O,B-THE,2114
purchasing,_,O,I-THE,2114
from,_,O,O,2114
companies,_,O,O,2114
deemed,_,O,O,2114
to,_,O,O,2114
act,_,O,O,2114
immorally,_,O,B-THE,2114
.,_,O,O,2114
The,_,O,O,2114
original,_,O,O,2114
study,_,O,O,2114
is,_,O,O,2114
further,_,O,O,2114
extended,_,O,O,2114
by,_,O,O,2114
applying,_,O,O,2114
the,_,O,O,2114
model,_,O,O,2114
in,_,O,O,2114
a,_,O,O,2114
different,_,O,O,2114
cultural,_,O,B-THE,2114
context,_,O,I-THE,2114
and,_,O,O,2114
employing,_,O,O,2114
a,_,O,O,2114
more,_,O,O,2114
realistic,_,O,B-THE,2114
stimulus,_,O,I-THE,2114
to,_,O,O,2114
establish,_,O,O,2114
external,_,O,O,2114
and,_,O,O,2114
ecological,_,O,O,2114
validity,_,O,O,2114
.,_,O,O,2114
The,_,O,O,2114
results,_,O,O,2114
of,_,O,O,2114
the,_,O,O,2114
replication,_,O,O,2114
generally,_,O,O,2114
support,_,O,O,2114
the,_,O,O,2114
original,_,O,O,2114
findings,_,O,O,2114
",",_,O,O,2114
in,_,O,O,2114
particular,_,O,O,2114
",",_,O,O,2114
under,_,O,O,2114
conditions,_,O,O,2114
of,_,O,O,2114
higher,_,O,B-THE,2114
product,_,O,I-THE,2114
involvement,_,O,I-THE,2114
",",_,O,O,2114
a,_,O,O,2114
theoretical,_,O,O,2114
extension,_,O,O,2114
.,_,O,O,2114
©,_,O,O,2114
2015,_,O,O,2114
",",_,O,O,2114
Springer,_,O,O,2114
Science,_,O,O,2114
=+,_,O,O,2114
Business,_,O,O,2114
Media,_,O,O,2114
Dordrecht,_,O,O,2114
.,_,O,O,2114
Using,_,O,O,2115
a,_,O,O,2115
worldwide,_,O,O,2115
sample,_,O,O,2115
",",_,O,O,2115
we,_,O,O,2115
examine,_,O,O,2115
whether,_,O,O,2115
corporate,_,O,B-THE,2115
social,_,O,I-THE,2115
responsibility,_,O,I-THE,2115
(,_,O,I-THE,2115
CSR,_,O,I-THE,2115
),_,O,I-THE,2115
performance,_,O,I-THE,2115
has,_,O,O,2115
an,_,O,O,2115
impact,_,O,O,2115
on,_,O,O,2115
the,_,O,O,2115
value,_,O,O,2115
of,_,O,O,2115
cash,_,O,B-THE,2115
holdings,_,O,I-THE,2115
.,_,O,O,2115
We,_,O,O,2115
find,_,O,O,2115
that,_,O,O,2115
investors,_,O,O,2115
assign,_,O,O,2115
a,_,O,O,2115
higher,_,O,O,2115
value,_,O,O,2115
to,_,O,O,2115
cash,_,O,B-THE,2115
held,_,O,I-THE,2115
by,_,O,O,2115
firms,_,O,O,2115
that,_,O,O,2115
have,_,O,O,2115
a,_,O,O,2115
high,_,O,O,2115
CSR,_,O,B-THE,2115
rating,_,O,I-THE,2115
.,_,O,O,2115
This,_,O,O,2115
result,_,O,O,2115
is,_,O,O,2115
consistent,_,O,O,2115
with,_,O,O,2115
the,_,O,O,2115
idea,_,O,O,2115
that,_,O,O,2115
CSR,_,O,B-THE,2115
policies,_,O,I-THE,2115
are,_,O,O,2115
a,_,O,O,2115
means,_,O,O,2115
for,_,O,O,2115
managers,_,O,O,2115
to,_,O,O,2115
act,_,O,O,2115
in,_,O,O,2115
the,_,O,O,2115
shareholders,_,O,O,2115
’,_,O,O,2115
interests,_,O,O,2115
by,_,O,O,2115
mitigating,_,O,O,2115
conflicts,_,O,O,2115
with,_,O,O,2115
stakeholders,_,O,O,2115
.,_,O,O,2115
Finally,_,O,O,2115
",",_,O,O,2115
we,_,O,O,2115
reveal,_,O,O,2115
that,_,O,O,2115
CSR,_,O,B-THE,2115
performance,_,O,I-THE,2115
has,_,O,O,2115
a,_,O,O,2115
positive,_,O,O,2115
impact,_,O,O,2115
on,_,O,O,2115
the,_,O,O,2115
value,_,O,O,2115
of,_,O,O,2115
cash,_,O,B-THE,2115
holdings,_,O,I-THE,2115
only,_,O,O,2115
for,_,O,O,2115
firms,_,O,O,2115
which,_,O,O,2115
operate,_,O,O,2115
in,_,O,O,2115
countries,_,O,O,2115
where,_,O,O,2115
shareholders,_,O,O,2115
are,_,O,O,2115
well,_,O,O,2115
protected,_,O,O,2115
from,_,O,O,2115
expropriation,_,O,B-THE,2115
by,_,O,O,2115
managers,_,O,O,2115
and,_,O,O,2115
in,_,O,O,2115
countries,_,O,O,2115
where,_,O,O,2115
the,_,O,O,2115
institutional,_,O,B-THE,2115
quality,_,O,I-THE,2115
is,_,O,O,2115
high,_,O,O,2115
.,_,O,O,2115
©,_,O,O,2115
2015,_,O,O,2115
",",_,O,O,2115
Springer,_,O,O,2115
Science,_,O,O,2115
=+,_,O,O,2115
Business,_,O,O,2115
Media,_,O,O,2115
Dordrecht,_,O,O,2115
.,_,O,O,2115
Accounting,_,O,B-THE,2116
ethics,_,O,I-THE,2116
failures,_,O,O,2116
have,_,O,O,2116
seized,_,O,O,2116
headlines,_,O,O,2116
and,_,O,O,2116
cost,_,O,O,2116
investors,_,O,O,2116
billions,_,O,O,2116
of,_,O,O,2116
dollars,_,O,O,2116
.,_,O,O,2116
Improvement,_,O,O,2116
of,_,O,O,2116
the,_,O,O,2116
ethical,_,O,B-THE,2116
reasoning,_,O,I-THE,2116
and,_,O,O,2116
behavior,_,O,B-THE,2116
of,_,O,I-THE,2116
accountants,_,O,I-THE,2116
has,_,O,O,2116
become,_,O,O,2116
a,_,O,O,2116
key,_,O,O,2116
concern,_,O,O,2116
for,_,O,O,2116
the,_,O,O,2116
accounting,_,O,B-THE,2116
profession,_,O,I-THE,2116
and,_,O,O,2116
for,_,O,O,2116
higher,_,O,B-THE,2116
education,_,O,I-THE,2116
in,_,O,I-THE,2116
accounting,_,O,I-THE,2116
.,_,O,O,2116
Researchers,_,O,O,2116
have,_,O,O,2116
asked,_,O,O,2116
a,_,O,O,2116
number,_,O,O,2116
of,_,O,O,2116
questions,_,O,O,2116
",",_,O,O,2116
including,_,O,O,2116
what,_,O,O,2116
type,_,O,O,2116
of,_,O,O,2116
accounting,_,O,B-THE,2116
ethics,_,O,I-THE,2116
education,_,O,I-THE,2116
intervention,_,O,I-THE,2116
would,_,O,O,2116
be,_,O,O,2116
most,_,O,O,2116
effective,_,O,O,2116
for,_,O,O,2116
accounting,_,O,O,2116
students,_,O,O,2116
.,_,O,O,2116
Some,_,O,O,2116
researchers,_,O,O,2116
have,_,O,O,2116
proposed,_,O,O,2116
virtue,_,O,B-THE,2116
ethics,_,O,I-THE,2116
as,_,O,O,2116
an,_,O,O,2116
appropriate,_,O,O,2116
moral,_,O,B-THE,2116
framework,_,O,I-THE,2116
for,_,O,O,2116
accounting,_,O,O,2116
.,_,O,O,2116
This,_,O,O,2116
research,_,O,O,2116
tested,_,O,O,2116
whether,_,O,O,2116
Smithian,_,O,B-THE,2116
virtue,_,O,I-THE,2116
ethics,_,O,I-THE,2116
training,_,O,I-THE,2116
",",_,O,O,2116
based,_,O,O,2116
on,_,O,O,2116
Adam,_,O,B-THE,2116
Smith,_,O,I-THE,2116
’,_,O,I-THE,2116
s,_,O,I-THE,2116
“,_,O,I-THE,2116
The,_,O,I-THE,2116
Theory,_,O,I-THE,2116
of,_,O,I-THE,2116
Moral,_,O,I-THE,2116
Sentiments,_,O,I-THE,2116
”,_,O,I-THE,2116
(,_,O,O,2116
1790,_,O,O,2116
/,_,O,O,2116
1976,_,O,O,2116
),_,O,O,2116
",",_,O,O,2116
is,_,O,O,2116
effective,_,O,O,2116
in,_,O,O,2116
improving,_,O,O,2116
accounting,_,O,O,2116
student,_,O,O,2116
’,_,O,O,2116
s,_,O,O,2116
cognitive,_,O,B-THE,2116
moral,_,O,I-THE,2116
development,_,O,I-THE,2116
(,_,O,I-THE,2116
CMD,_,O,I-THE,2116
),_,O,I-THE,2116
.,_,O,O,2116
This,_,O,O,2116
research,_,O,O,2116
used,_,O,O,2116
a,_,O,O,2116
pre-test,_,O,O,2116
",",_,O,O,2116
treatment,_,O,O,2116
",",_,O,O,2116
post-test,_,O,O,2116
",",_,O,O,2116
quasi-experimental,_,O,O,2116
design,_,O,O,2116
utilizing,_,O,O,2116
the,_,O,O,2116
Defining,_,O,B-THE,2116
Issues,_,O,I-THE,2116
Test,_,O,I-THE,2116
2,_,O,O,2116
(,_,O,O,2116
DIT,_,O,B-THE,2116
=-,_,O,O,2116
2,_,O,O,2116
